AMC,Code,Scheme Name,Scheme Type,Scheme Category,Scheme NAV Name,Scheme Minimum Amount,Launch Date, Closure Date,ISIN Div Payout/ ISIN GrowthISIN Div Reinvestment
JM Financial Asset Management Limited,133407,JM Aggressive Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund (Regular) - Annual Bonus Option - Principal Units,Rs.5000/- & in multiples of any amount thereafter,01-Apr-1995,01-Apr-1995,INF192K01GZ9
JM Financial Asset Management Limited,133408,JM Aggressive Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund (Regular) - Half Yearly IDCW,Rs.5000/- & in multiples of any amount thereafter,01-Apr-1995,01-Apr-1995,INF192K01HD4INF192K01HE2
JM Financial Asset Management Limited,133409,JM Aggressive Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund (Direct) - Half Yearly Bonus Option - Principal Units,Rs.5000/- & in multiples of any amount thereafter,01-Apr-1995,01-Apr-1995,INF192K01HV6
JM Financial Asset Management Limited,133410,JM Aggressive Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund (Regular) - Quarterly Bonus Option - Principal Units,Rs.5000/- & in multiples of any amount thereafter,01-Apr-1995,01-Apr-1995,INF192K01HX2
JM Financial Asset Management Limited,133411,JM Aggressive Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund (Direct) - Quarterly Bonus Option - Principal Units,Rs.5000/- & in multiples of any amount thereafter,01-Apr-1995,01-Apr-1995,INF192K01HZ7
JM Financial Asset Management Limited,133412,JM Aggressive Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund (Direct) - Monthly IDCW,Rs.5000/- & in multiples of any amount thereafter,01-Apr-1995,01-Apr-1995,INF192K01HN3INF192K01HO1
JM Financial Asset Management Limited,133401,JM Aggressive Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund (Direct) - Bonus Option - Principal Units,Rs.5000/- & in multiples of any amount thereafter,01-Apr-1995,01-Apr-1995,INF192K01GP0
JM Financial Asset Management Limited,133402,JM Aggressive Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund (Direct) - Half Yearly IDCW,Rs.5000/- & in multiples of any amount thereafter,01-Apr-1995,01-Apr-1995,INF192K01HH5INF192K01HI3
JM Financial Asset Management Limited,133403,JM Aggressive Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund (Regular) - Half Yearly Bonus Option - Principal Units,Rs.5000/- & in multiples of any amount thereafter,01-Apr-1995,01-Apr-1995,INF192K01HT0
JM Financial Asset Management Limited,133404,JM Aggressive Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund (Regular) - Monthly IDCW,Rs.5000/- & in multiples of any amount thereafter,01-Apr-1995,01-Apr-1995,INF192K01HL7INF192K01HM5
JM Financial Asset Management Limited,133405,JM Aggressive Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund (Regular) - Quarterly IDCW,Rs.5000/- & in multiples of any amount thereafter,01-Apr-1995,01-Apr-1995,INF192K01HP8INF192K01HQ6
JM Financial Asset Management Limited,133406,JM Aggressive Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund (Direct) - Quarterly IDCW,Rs.5000/- & in multiples of any amount thereafter,01-Apr-1995,01-Apr-1995,INF192K01HR4INF192K01HS2
JM Financial Asset Management Limited,130904,JM Aggressive Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund (Direct) - Annual Bonus Option,Rs.5000/- & in multiples of any amount thereafter,01-Apr-1995,01-Apr-1995,INF192K01HB8
JM Financial Asset Management Limited,131476,JM Aggressive Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund (Regular) - Annual IDCW,Rs.5000/- & in multiples of any amount thereafter,01-Apr-1995,01-Apr-1995,INF192K01HF9INF192K01HG7
JM Financial Asset Management Limited,131477,JM Aggressive Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund (Direct) - Annual IDCW,Rs.5000/- & in multiples of any amount thereafter,01-Apr-1995,01-Apr-1995,INF192K01HJ1INF192K01HK9
JM Financial Asset Management Limited,133400,JM Aggressive Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund (Regular) - Bonus Option - Principal Units,Rs.5000/- & in multiples of any amount thereafter,01-Apr-1995,01-Apr-1995,INF192K01GN5
JM Financial Asset Management Limited,120483,JM Aggressive Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund (Direct) - IDCW,Rs.5000/- & in multiples of any amount thereafter,01-Apr-1995,01-Apr-1995,INF192K01BO4INF192K01BP1
JM Financial Asset Management Limited,120484,JM Aggressive Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,JM Aggressive Hybrid Fund (Direct) - Growth Option,Rs.5000/- & in multiples of any amount thereafter,01-Apr-1995,01-Apr-1995,INF192K01BQ9
JM Financial Asset Management Limited,100222,JM Medium to Long Duration Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,JM Medium to Long Duration Fund (Regular) - Quarterly IDCW,5000,01-Jan-2013,,INF192K01999INF192K01AA5
JM Financial Asset Management Limited,100223,JM Medium to Long Duration Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,JM Medium to Long Duration Fund (Regular) - Growth Option,5000,01-Jan-2013,,INF192K01AB3
JM Financial Asset Management Limited,100224,JM Medium to Long Duration Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,JM Income Fund-Serial Plan 2004 Growth,5000,01-Jan-2013,,
JM Financial Asset Management Limited,100225,JM Medium to Long Duration Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,JM Income Fund-Serial Plan 2003 Dividend,5000,01-Jan-2013,,
JM Financial Asset Management Limited,100226,JM Medium to Long Duration Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,JM Income Fund-JM Income Fund - Serial Plan 2004 Growth,5000,01-Jan-2013,,
JM Financial Asset Management Limited,100227,JM Medium to Long Duration Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,JM Income Fund-Serial Plan 2004 Growth,5000,01-Jan-2013,,
JM Financial Asset Management Limited,100228,JM Medium to Long Duration Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,JM Income Fund-Serial Plan 2004 Dividend,5000,01-Jan-2013,,
JM Financial Asset Management Limited,120428,JM Medium to Long Duration Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,JM Medium to Long Duration Fund (Direct) - Bonus Option - Principal Units,5000,01-Jan-2013,,INF192K01CX3
JM Financial Asset Management Limited,120429,JM Medium to Long Duration Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,JM Medium to Long Duration Fund (Direct)-Bonus Option - Bonus Units,5000,01-Jan-2013,,
JM Financial Asset Management Limited,120430,JM Medium to Long Duration Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,JM Medium to Long Duration Fund (Direct) - Growth Option,5000,01-Jan-2013,,INF192K01CW5
JM Financial Asset Management Limited,120431,JM Medium to Long Duration Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,JM Medium to Long Duration Fund (Direct) - Quarterly IDCW,5000,01-Jan-2013,,INF192K01CU9INF192K01CV7
JM Financial Asset Management Limited,100233,JM Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,JM Liquid Fund (Regular) - Weekly IDCW,5000,23-Dec-1997,,INF192K01841INF192K01858
JM Financial Asset Management Limited,100234,JM Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,JM Liquid Fund - Growth Option,5000,23-Dec-1997,,INF192K01882
JM Financial Asset Management Limited,100235,JM Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,JM High Liquidity Fund-Serial Plan 01,5000,23-Dec-1997,,
JM Financial Asset Management Limited,100236,JM Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,JM High Liquidity Fund-Serial Plan 02,5000,23-Dec-1997,,
JM Financial Asset Management Limited,100239,JM Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,JM High Liquidity Fund-Monthly Dividend,5000,23-Dec-1997,,
JM Financial Asset Management Limited,100240,JM Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,JM High Liquidity Fund-Institutional Plan - Monthly Dividend,5000,23-Dec-1997,,
JM Financial Asset Management Limited,148413,JM Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,JM Liquid Fund - Unclaimed Brokerage I.E.F. (Direct) - Growth Plan,5000,23-Dec-1997,,
JM Financial Asset Management Limited,148414,JM Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,JM Liquid Fund - Unclaimed Application Refund Amount I.E.F. (Direct) - Growth Plan,5000,23-Dec-1997,,
JM Financial Asset Management Limited,148415,JM Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,JM Liquid Fund - Withheld Brokerage I.E.F. (Direct) - Growth Plan,5000,23-Dec-1997,,
JM Financial Asset Management Limited,139257,JM Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,JM Liquid Fund Unclaimed Redemption (Direct) Growth Plan,5000,23-Dec-1997,,INF192K01LA2
JM Financial Asset Management Limited,139258,JM Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,JM Liquid Fund Unclaimed Dividend (Direct) Growth Plan,5000,23-Dec-1997,,INF192K01LB0
JM Financial Asset Management Limited,139259,JM Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,JM Liquid Fund Unclaimed Redemption IEF (Direct) Growth Plan,5000,23-Dec-1997,,INF192K01LC8
JM Financial Asset Management Limited,139260,JM Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,JM Liquid Fund Unclaimed Dividend IEF (Direct) Growth Plan,5000,23-Dec-1997,,INF192K01LD6
JM Financial Asset Management Limited,120406,JM Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,JM Liquid Fund (Direct) - Growth Option,5000,23-Dec-1997,,INF192K01CM6
JM Financial Asset Management Limited,120407,JM Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,JM Liquid Fund (Direct) - Weekly IDCW,5000,23-Dec-1997,,INF192K01CI4INF192K01CJ2
JM Financial Asset Management Limited,120408,JM Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,JM Liquid Fund (Direct) - Quarterly IDCW,5000,23-Dec-1997,,INF192K01CK0INF192K01CL8
JM Financial Asset Management Limited,120410,JM Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,JM Liquid Fund (Direct) - Bonus Option - Bonus Option - Principal units,5000,23-Dec-1997,,INF192K01CN4
JM Financial Asset Management Limited,120411,JM Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,JM Liquid Fund (Direct) - Daily IDCW,5000,23-Dec-1997,,INF192K01CH6
JM Financial Asset Management Limited,100242,JM Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,JM High Liquidity Fund-Montly Dividend,5000,23-Dec-1997,,
JM Financial Asset Management Limited,100244,JM Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,JM Liquid Fund (Regular) - Quarterly IDCW,5000,23-Dec-1997,,INF192K01866INF192K01874
JM Financial Asset Management Limited,100247,JM Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,JM Liquid Fund (Regular) - Super Institutional Plan - Growth Option,5000,23-Dec-1997,,INF192K01981
JM Financial Asset Management Limited,100248,JM G-Sec Fund,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund-Short Term Plan,Rs 5000/-,29-Sep-1992,,
JM Financial Asset Management Limited,100249,JM G-Sec Fund,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund - Quarterly Dividend Option,Rs 5000/-,29-Sep-1992,,INF192K01783INF192K01791
JM Financial Asset Management Limited,100250,JM G-Sec Fund,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund - Growth Option,Rs 5000/-,29-Sep-1992,,INF192K01809
JM Financial Asset Management Limited,100253,JM G-Sec Fund,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund - Bonus Option - Principal Units,Rs 5000/-,29-Sep-1992,,INF192K01817
JM Financial Asset Management Limited,120418,JM G-Sec Fund,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund - (Direct) - Bonus Option - Principal Units,Rs 5000/-,29-Sep-1992,,
JM Financial Asset Management Limited,134662,JM G-Sec Fund,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund - (Direct) Annual Dividend Option,Rs 5000/-,29-Sep-1992,,INF192K01KI7INF192K01KJ5
JM Financial Asset Management Limited,134663,JM G-Sec Fund,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund - Half Yearly Dividend Option,Rs 5000/-,29-Sep-1992,,INF192K01KC0INF192K01KD8
JM Financial Asset Management Limited,134664,JM G-Sec Fund,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund - (Direct) Monthly Dividend Option,Rs 5000/-,29-Sep-1992,,INF192K01JY6INF192K01KB2
JM Financial Asset Management Limited,120419,JM G-Sec Fund,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund - (Direct) Bonus Option - Principal Units,Rs 5000/-,29-Sep-1992,,INF192K01CT1
JM Financial Asset Management Limited,120420,JM G-Sec Fund,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund - (Direct) - Quarterly Dividend Option,Rs 5000/-,29-Sep-1992,,INF192K01CP9INF192K01CQ7
JM Financial Asset Management Limited,120421,JM G-Sec Fund,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund - (Direct) - Growth Option,Rs 5000/-,29-Sep-1992,,INF192K01CR5
JM Financial Asset Management Limited,134659,JM G-Sec Fund,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund - Annual Dividend Option,Rs 5000/-,29-Sep-1992,,INF192K01KG1INF192K01KH9
JM Financial Asset Management Limited,134660,JM G-Sec Fund,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund - Monthly Dividend Option,Rs 5000/-,29-Sep-1992,,INF192K01JW0INF192K01JX8
JM Financial Asset Management Limited,134661,JM G-Sec Fund,Open Ended,Debt Scheme - Gilt Fund,JM G-Sec Fund - (Direct) Half Yearly Dividend Option,Rs 5000/-,29-Sep-1992,,INF192K01KE6INF192K01KF3
JM Financial Asset Management Limited,100254,JM Value Fund,Open Ended,Equity Scheme - Value Fund,JM Value Fund (Regular) - Growth Option,Rs.5000/- & in multiples of any amount thereafter,25-Mar-1997,24-Apr-1997,INF137A01037
JM Financial Asset Management Limited,106168,JM Value Fund,Open Ended,Equity Scheme - Value Fund,JM Value Fund (Regular) - IDCW,Rs.5000/- & in multiples of any amount thereafter,25-Mar-1997,24-Apr-1997,INF137A01011INF137A01029
JM Financial Asset Management Limited,120485,JM Value Fund,Open Ended,Equity Scheme - Value Fund,JM Value Fund (Direct) - IDCW,Rs.5000/- & in multiples of any amount thereafter,25-Mar-1997,24-Apr-1997,INF192K01BR7INF192K01BS5
JM Financial Asset Management Limited,120486,JM Value Fund,Open Ended,Equity Scheme - Value Fund,JM Value Fund (Direct) - Growth Option,Rs.5000/- & in multiples of any amount thereafter,25-Mar-1997,24-Apr-1997,INF192K01BT3
Kotak Mahindra Asset Management Company Limited.,100264,Kotak Gilt Fund,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt-Investment Regular-Payout of Income Distribution cum capital withdrawal option,500,02-Jan-2000,02-Jan-2000,INF174K01FK1INF174K01FJ3
Kotak Mahindra Asset Management Company Limited.,100265,Kotak Gilt Fund,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt-Investment Regular-Growth,500,02-Jan-2000,02-Jan-2000,INF174K01FI5
Kotak Mahindra Asset Management Company Limited.,100266,Kotak Gilt Fund,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt-Serial 2001-Dividend,500,02-Jan-2000,02-Jan-2000,
Kotak Mahindra Asset Management Company Limited.,100267,Kotak Gilt Fund,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt-Serial 2001-Growth,500,02-Jan-2000,02-Jan-2000,
Kotak Mahindra Asset Management Company Limited.,100268,Kotak Gilt Fund,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt-Serial 2003-Dividend,500,02-Jan-2000,02-Jan-2000,
Kotak Mahindra Asset Management Company Limited.,100269,Kotak Gilt Fund,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt-Serial 2003-Growth,500,02-Jan-2000,02-Jan-2000,
Kotak Mahindra Asset Management Company Limited.,119760,Kotak Gilt Fund,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt-Investment  Provident Fund and Trust-Dividend - Direct,500,02-Jan-2000,02-Jan-2000,INF174K01KN5INF174K01KO3
Kotak Mahindra Asset Management Company Limited.,100274,Kotak Gilt Fund,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt-Serial 2011-Dividend,500,02-Jan-2000,02-Jan-2000,
Kotak Mahindra Asset Management Company Limited.,100280,Kotak Gilt Fund,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt-Investment  Provident Fund and Trust-Payout of Income Distribution cum capital withdrawal option,500,02-Jan-2000,02-Jan-2000,INF174K01FM7
Kotak Mahindra Asset Management Company Limited.,100281,Kotak Gilt Fund,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt-Investment  Provident Fund and Trust-Growth,500,02-Jan-2000,02-Jan-2000,INF174K01FL9
Kotak Mahindra Asset Management Company Limited.,119757,Kotak Gilt Fund,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt-Investment  Provident Fund and Trust-Growth - Direct,500,02-Jan-2000,02-Jan-2000,INF174K01KM7
Kotak Mahindra Asset Management Company Limited.,119758,Kotak Gilt Fund,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt-Investment Regular-Payout of Income Distribution cum capital withdrawal option - Direct,500,02-Jan-2000,02-Jan-2000,INF174K01KF1
Kotak Mahindra Asset Management Company Limited.,119759,Kotak Gilt Fund,Open Ended,Debt Scheme - Gilt Fund,Kotak Gilt-Investment Regular-Growth - Direct,500,02-Jan-2000,02-Jan-2000,INF174K01KE4
Kotak Mahindra Asset Management Company Limited.,100286,Kotak Aggressive Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Kotak Aggressive Hybrid Fund - Regular Plan - IDCW - Payout & Reinvestment of Income Distribution cum capital withdrawal option,Rs.1000,29-Nov-1999,29-Nov-1999,INF174K01450INF174K01443
Kotak Mahindra Asset Management Company Limited.,119767,Kotak Aggressive Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Kotak Aggressive Hybrid Fund - Direct Plan - IDCW - Payout & Reinvestment of Income Distribution cum  capital withdrawal option,Rs.1000,29-Nov-1999,29-Nov-1999,INF174K01LL7INF174K01LM5
Kotak Mahindra Asset Management Company Limited.,133035,Kotak Aggressive Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Kotak Aggressive Hybrid Fund - Direct Plan -Growth,Rs.1000,29-Nov-1999,29-Nov-1999,INF174K01F00
Kotak Mahindra Asset Management Company Limited.,133036,Kotak Aggressive Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Kotak Aggressive Hybrid Fund - Regular Plan -Growth,Rs.1000,29-Nov-1999,29-Nov-1999,INF174K01E92
Kotak Mahindra Asset Management Company Limited.,100291,Kotak Bond Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Kotak Bond-Deposit-Dividend,5000,25-Nov-1999,25-Nov-1999,INF174K01EK4INF174K01EL2
Kotak Mahindra Asset Management Company Limited.,100292,Kotak Bond Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Kotak Bond-Deposit-Growth,5000,25-Nov-1999,25-Nov-1999,INF174K01EJ6
Kotak Mahindra Asset Management Company Limited.,100293,Kotak Bond Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Kotak Bond-Deposit-Dividend,5000,25-Nov-1999,25-Nov-1999,
Kotak Mahindra Asset Management Company Limited.,100294,Kotak Bond Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Kotak Bond-Deposit-Dividend,5000,25-Nov-1999,25-Nov-1999,
Kotak Mahindra Asset Management Company Limited.,100309,Kotak Bond Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Kotak Bond-Serial 2005-Dividend,5000,25-Nov-1999,25-Nov-1999,
Kotak Mahindra Asset Management Company Limited.,119734,Kotak Bond Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Kotak Bond Fund - Direct Plan - Standard IDCW option,5000,25-Nov-1999,25-Nov-1999,INF174K01JD8
Kotak Mahindra Asset Management Company Limited.,119735,Kotak Bond Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Kotak Bond Fund - Growth - Direct,5000,25-Nov-1999,25-Nov-1999,INF174K01JC0
Kotak Mahindra Asset Management Company Limited.,100303,Kotak Bond Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Kotak Bond-Serial 2001 B-Growth,5000,25-Nov-1999,25-Nov-1999,
Kotak Mahindra Asset Management Company Limited.,100304,Kotak Bond Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Kotak Bond-Serial 2002 A-Dividend,5000,25-Nov-1999,25-Nov-1999,
Kotak Mahindra Asset Management Company Limited.,100305,Kotak Bond Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Kotak Bond-Serial 2002 A-Growth,5000,25-Nov-1999,25-Nov-1999,
Kotak Mahindra Asset Management Company Limited.,100306,Kotak Bond Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Kotak Bond-Serial 2005  A-Dividend,5000,25-Nov-1999,25-Nov-1999,
Kotak Mahindra Asset Management Company Limited.,100307,Kotak Bond Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Kotak Bond-Serial 2005  A-Dividend,5000,25-Nov-1999,25-Nov-1999,
Kotak Mahindra Asset Management Company Limited.,100308,Kotak Bond Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Kotak Bond-Serial 2005 A-Dividend,5000,25-Nov-1999,25-Nov-1999,
Kotak Mahindra Asset Management Company Limited.,100295,Kotak Bond Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Kotak Bond-Deposit-Dividend,5000,25-Nov-1999,25-Nov-1999,
Kotak Mahindra Asset Management Company Limited.,100296,Kotak Bond Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Kotak Bond-Deposit-Growth,5000,25-Nov-1999,25-Nov-1999,
Kotak Mahindra Asset Management Company Limited.,100297,Kotak Bond Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Kotak Bond-Deposit-Growth,5000,25-Nov-1999,25-Nov-1999,
Kotak Mahindra Asset Management Company Limited.,100299,Kotak Bond Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Kotak Bond Fund - Regular Plan Growth,5000,25-Nov-1999,25-Nov-1999,INF174K01EM0
Kotak Mahindra Asset Management Company Limited.,100300,Kotak Bond Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Kotak Bond Fund - Regular Plan - Standard IDCW Option,5000,25-Nov-1999,25-Nov-1999,INF174K01EQ1INF174K01EP3
Kotak Mahindra Asset Management Company Limited.,100302,Kotak Bond Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Kotak Bond-Serial 2001 B-Dividend,5000,25-Nov-1999,25-Nov-1999,
LIC Mutual Fund Asset Management Limited,100312,LIC MF Flexi Cap Fund,Open Ended,Equity Scheme - Flexi Cap Fund,LIC MF Flexi Cap Fund-Regular Plan-IDCW,2000,16-Apr-1998,30-Apr-1998,INF767K01063INF767K01055
LIC Mutual Fund Asset Management Limited,100313,LIC MF Flexi Cap Fund,Open Ended,Equity Scheme - Flexi Cap Fund,LIC MF Flexi Cap Fund-Regular Plan-Growth,2000,16-Apr-1998,30-Apr-1998,INF767K01071
LIC Mutual Fund Asset Management Limited,120263,LIC MF Flexi Cap Fund,Open Ended,Equity Scheme - Flexi Cap Fund,LIC MF Flexi Cap Fund-Direct Plan-IDCW,2000,16-Apr-1998,30-Apr-1998,INF767K01EF5INF767K01EH1
LIC Mutual Fund Asset Management Limited,120264,LIC MF Flexi Cap Fund,Open Ended,Equity Scheme - Flexi Cap Fund,LIC MF Flexi Cap Fund-Direct Plan-Growth,2000,16-Apr-1998,30-Apr-1998,INF767K01EG3
LIC Mutual Fund Asset Management Limited,100314,LIC MF Medium to Long Duration Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,LIC MF Medium to Long Duration Fund-Regular Plan-IDCW,5000/-,26-Mar-1999,16-Apr-1999,INF767K01907INF767K01915
LIC Mutual Fund Asset Management Limited,100315,LIC MF Medium to Long Duration Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,LIC MF Medium to Long Duration Fund-Regular Plan-Growth,5000/-,26-Mar-1999,16-Apr-1999,INF767K01923
LIC Mutual Fund Asset Management Limited,115199,LIC MF Medium to Long Duration Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,LIC NOMURA MF BOND  FUND,5000/-,26-Mar-1999,16-Apr-1999,
LIC Mutual Fund Asset Management Limited,151986,LIC MF Medium to Long Duration Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,LIC MF Medium to Long Duration Fund-Regular Plan-Quarterly IDCW,5000/-,26-Mar-1999,16-Apr-1999,INF397L01FU5
LIC Mutual Fund Asset Management Limited,151988,LIC MF Medium to Long Duration Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,LIC MF Medium to Long Duration Fund-Direct Plan-Quarterly IDCW,5000/-,26-Mar-1999,16-Apr-1999,INF397L01GA5
LIC Mutual Fund Asset Management Limited,151989,LIC MF Medium to Long Duration Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,LIC MF Medium to Long Duration Fund-Regular Plan-Annual IDCW,5000/-,26-Mar-1999,16-Apr-1999,INF397L01FX9
LIC Mutual Fund Asset Management Limited,151990,LIC MF Medium to Long Duration Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,LIC MF Medium to Long Duration Fund-Direct Plan-Annual IDCW,5000/-,26-Mar-1999,16-Apr-1999,INF397L01GD9
LIC Mutual Fund Asset Management Limited,120278,LIC MF Medium to Long Duration Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,LIC MF Medium to Long Duration Fund-Direct Plan-IDCW,5000/-,26-Mar-1999,16-Apr-1999,INF767K01EV2INF767K01EX8
LIC Mutual Fund Asset Management Limited,120279,LIC MF Medium to Long Duration Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,LIC MF Medium to Long Duration Fund-Direct Plan-Growth,5000/-,26-Mar-1999,16-Apr-1999,INF767K01EW0
LIC Mutual Fund Asset Management Limited,100316,LIC MF Gilt Fund,Open Ended,Debt Scheme - Gilt Fund,LIC MF Gilt Fund-Regular Plan-IDCW,10000,15-Nov-1999,29-Nov-1999,INF767K01683INF767K01691
LIC Mutual Fund Asset Management Limited,100317,LIC MF Gilt Fund,Open Ended,Debt Scheme - Gilt Fund,LIC MF Gilt Fund-Regular Plan-Growth,10000,15-Nov-1999,29-Nov-1999,INF767K01709
